w1,w2,w3,w4,w5,l1,l2,l3,l4,l5,cc,cr,ibias
20.5,31.5,28.5,47.5,25.0,1.0,1.5,1.0,1.0,1.0,1.9e-12,33000.0,1e-05
15.0,31.5,28.0,39.0,32.5,1.0,1.0,1.0,0.5,2.0,1.8e-12,27500.0,2e-05
10.5,20.5,8.0,26.5,32.5,1.5,1.5,0.5,0.5,0.5,1.7e-12,68500.0,2e-05
31.5,15.0,2.0,17.5,32.5,1.5,1.5,2.0,0.5,2.0,1.9e-12,70500.0,2e-05
38.5,9.0,18.0,28.5,24.5,1.0,1.0,0.5,0.5,0.5,8e-13,26500.0,2e-05
15.5,15.0,3.0,39.0,26.0,1.5,1.5,0.5,0.5,0.5,1.3e-12,98500.0,2e-05
33.5,38.0,27.0,38.5,25.0,1.5,1.5,1.5,0.5,0.5,1.3e-12,19000.0,2e-05
35.5,20.0,7.5,37.5,39.0,1.5,1.5,0.5,0.5,0.5,1.3e-12,32000.0,2e-05
13.0,5.0,7.5,43.5,38.5,2.0,0.5,1.0,0.5,1.5,9e-13,89000.0,1e-05
10.5,2.5,8.0,26.5,17.0,1.5,1.5,1.0,0.5,0.5,1.8e-12,27500.0,2e-05
34.0,37.5,17.5,29.5,25.0,1.0,1.0,1.5,0.5,0.5,8e-13,21000.0,2e-05
34.0,20.5,22.0,13.0,24.5,2.0,1.5,1.0,0.5,2.0,1e-12,33000.0,2e-05
49.0,38.0,9.5,38.0,40.0,1.5,1.0,0.5,0.5,1.0,1.9e-12,19000.0,1e-05
21.5,12.0,13.0,39.0,25.5,1.0,1.0,1.5,1.0,0.5,1e-12,32500.0,1e-05
12.5,39.0,18.5,37.5,26.5,1.0,1.0,0.5,0.5,1.0,2e-12,19500.0,1e-05
14.5,23.5,25.5,39.0,29.0,1.0,1.5,0.5,0.5,0.5,1.9e-12,19500.0,2e-05
22.0,38.5,15.0,47.5,18.5,1.0,1.5,1.5,0.5,1.0,7e-13,19500.0,1e-05
33.5,38.5,31.0,39.0,25.0,1.5,1.0,0.5,0.5,0.5,1.3e-12,32000.0,2e-05
18.0,5.0,18.5,39.0,38.5,2.0,0.5,1.0,0.5,1.5,8e-13,91000.0,2e-05
49.0,4.5,9.5,21.5,40.0,2.0,1.0,0.5,0.5,1.0,1.1e-12,35000.0,1e-05
36.0,37.0,28.5,39.0,24.5,1.5,1.0,0.5,0.5,0.5,1.7e-12,33500.0,2e-05
48.0,38.5,13.5,39.0,32.5,1.5,1.0,0.5,0.5,1.5,1.8e-12,32000.0,1e-05
20.5,23.5,5.5,47.5,43.0,2.0,1.0,1.0,1.0,2.0,1e-12,33000.0,2e-05
14.5,1.5,1.5,48.5,17.0,1.0,1.5,1.5,0.5,2.0,1.9e-12,19500.0,2e-05
12.0,19.5,28.0,48.5,24.5,1.0,1.0,1.0,0.5,2.0,1.3e-12,26000.0,1e-05
34.0,39.0,17.5,29.5,27.5,2.0,1.0,0.5,0.5,0.5,1.9e-12,21000.0,2e-05
34.0,9.5,17.5,29.5,25.0,1.0,1.0,1.5,0.5,0.5,6e-13,21000.0,2e-05
11.0,24.5,25.5,30.0,26.5,1.5,1.0,1.5,0.5,1.0,1.7e-12,32000.0,2e-05
34.0,38.5,28.5,39.0,25.0,1.5,1.5,1.5,0.5,2.0,1.3e-12,32500.0,1e-05
37.5,39.5,8.5,37.5,25.0,0.5,0.5,0.5,0.5,0.5,1.9e-12,32000.0,1e-05
38.5,9.5,17.5,29.5,25.0,2.0,1.0,1.5,0.5,0.5,8e-13,21000.0,2e-05
49.5,9.0,19.0,4.0,17.5,2.0,1.0,1.5,1.5,2.0,3e-13,29000.0,2e-05
36.0,38.5,15.0,36.5,19.0,1.5,1.0,0.5,0.5,0.5,7e-13,18500.0,1e-05
10.0,2.5,29.5,21.5,40.0,1.5,1.0,1.5,0.5,1.0,1.1e-12,35000.0,1e-05
34.0,9.0,18.0,27.0,27.5,1.0,1.0,0.5,0.5,0.5,9e-13,27500.0,2e-05
15.0,23.5,7.0,39.0,43.0,1.0,1.5,1.0,0.5,2.0,1.8e-12,27500.0,2e-05
9.5,9.0,18.0,25.5,21.5,1.5,1.0,0.5,0.5,0.5,8e-13,27500.0,2e-05
49.0,3.0,10.0,21.5,24.0,1.5,1.0,0.5,0.5,0.5,1.1e-12,35000.0,1e-05
20.5,31.5,27.0,47.5,32.5,2.0,1.0,1.0,1.0,0.5,1.9e-12,33000.0,2e-05
4.5,38.5,8.0,29.5,25.0,1.0,1.5,0.5,0.5,1.5,1.9e-12,68000.0,1e-05
38.5,38.5,9.5,29.5,25.0,2.0,1.0,2.0,0.5,0.5,8e-13,19500.0,2e-05
12.5,39.0,28.5,38.0,25.0,1.5,1.0,0.5,0.5,0.5,2e-12,32000.0,1e-05
15.5,23.5,2.5,29.5,25.0,1.5,1.5,1.5,0.5,0.5,9e-13,98000.0,2e-05
46.0,5.5,18.5,13.0,13.5,2.0,1.5,2.0,1.5,1.5,1.1e-12,58000.0,1e-05
49.0,5.0,27.0,22.0,40.0,1.5,1.0,0.5,0.5,1.0,1.9e-12,35000.0,1e-05
35.5,20.5,7.5,24.0,38.5,1.5,1.5,2.0,0.5,0.5,1.1e-12,88500.0,2e-05
36.5,12.5,16.0,39.0,25.5,1.0,1.5,1.5,1.0,0.5,1e-12,24000.0,1e-05
48.0,5.5,18.5,16.0,13.0,2.0,1.0,2.0,1.5,1.5,1.1e-12,58000.0,1e-05
10.5,24.0,25.5,30.0,26.5,1.5,1.0,1.0,0.5,1.0,1.7e-12,32000.0,2e-05
21.0,12.0,13.5,39.0,25.5,2.0,1.5,1.5,1.0,1.0,1.9e-12,24000.0,1e-05
15.5,39.0,21.0,37.5,26.5,1.0,1.5,0.5,0.5,0.5,2e-12,18000.0,1e-05
11.5,10.0,10.0,16.0,26.5,1.0,1.0,1.5,0.5,1.0,8e-13,46000.0,2e-05
49.5,1.0,13.5,39.0,17.5,1.0,1.5,2.0,1.0,1.0,1.2e-12,33000.0,1e-05
14.5,23.5,1.5,48.5,32.5,1.0,1.5,0.5,0.5,2.0,1.8e-12,19500.0,2e-05
33.5,38.5,31.0,29.5,26.5,1.5,1.0,1.5,0.5,0.5,1.2e-12,19000.0,2e-05
10.5,24.0,31.0,29.5,24.5,1.5,1.0,1.5,0.5,0.5,9e-13,19500.0,2e-05
38.5,8.5,18.0,25.5,27.5,2.0,1.5,0.5,0.5,0.5,8e-13,27500.0,1e-05
20.5,31.5,13.5,47.5,32.5,1.0,1.0,1.0,1.0,1.0,1.8e-12,33000.0,1e-05
39.5,24.0,25.5,29.5,26.5,2.0,1.0,1.5,0.5,1.0,1.7e-12,32000.0,2e-05
36.0,38.5,28.0,39.0,40.5,2.0,1.0,0.5,0.5,1.0,9e-13,32000.0,2e-05
36.5,39.0,28.5,37.5,25.0,1.5,1.0,1.5,0.5,2.0,1e-12,33500.0,1e-05
31.0,2.5,21.5,26.5,17.0,1.5,1.0,1.0,0.5,0.5,1.7e-12,21500.0,2e-05
36.0,9.5,28.5,39.0,33.0,1.0,1.5,1.5,0.5,0.5,1.3e-12,21000.0,2e-05
36.0,39.0,18.5,38.5,26.5,1.0,1.0,0.5,0.5,1.0,1.9e-12,19500.0,1e-05
10.5,15.5,32.5,39.0,16.5,1.0,1.0,0.5,0.5,1.0,1.3e-12,20000.0,2e-05
48.0,20.5,7.0,13.5,42.5,2.0,1.0,1.0,0.5,2.0,1e-12,33000.0,2e-05
33.5,38.5,9.5,38.0,25.0,2.0,1.5,1.5,0.5,0.5,1.3e-12,19000.0,2e-05
15.5,5.0,7.0,39.0,33.0,2.0,0.5,1.0,0.5,1.5,9e-13,32500.0,1e-05
21.0,38.0,28.5,39.0,33.0,1.0,1.5,2.0,0.5,0.5,1.3e-12,19500.0,2e-05
15.5,17.0,34.0,38.0,40.0,1.5,0.5,1.0,0.5,1.5,9e-13,88000.0,1e-05
46.0,20.5,7.0,12.5,43.0,2.0,1.5,1.5,0.5,2.0,1e-12,33000.0,2e-05
49.5,5.5,9.5,21.5,40.0,1.0,1.0,0.5,0.5,0.5,1e-12,35000.0,1e-05
12.5,15.0,3.0,39.0,25.0,1.5,1.0,0.5,0.5,1.0,1.3e-12,99500.0,2e-05
23.0,14.5,19.0,4.0,25.5,2.0,2.0,1.5,1.5,2.0,4e-13,29000.0,2e-05
15.0,19.5,7.0,39.0,43.0,1.0,1.0,1.0,0.5,2.0,1.9e-12,27500.0,2e-05
10.5,24.0,25.5,29.5,25.5,1.5,1.0,1.5,0.5,1.0,1.7e-12,32000.0,2e-05
36.0,37.5,28.5,39.0,24.0,1.0,1.0,0.5,0.5,1.0,9e-13,32000.0,2e-05
36.0,39.0,29.0,39.0,25.0,1.5,1.0,0.5,0.5,0.5,1.3e-12,24000.0,2e-05
47.5,32.0,9.5,47.5,40.5,1.0,1.5,1.0,1.0,1.0,1.8e-12,33000.0,1e-05
15.5,17.0,34.0,38.0,40.0,1.5,0.5,1.0,0.5,1.5,9e-13,92000.0,1e-05
10.0,2.5,8.0,26.5,17.0,1.5,1.5,1.0,0.5,1.5,1.7e-12,74500.0,2e-05
20.5,31.5,27.0,47.5,33.0,2.0,1.0,2.0,1.0,2.0,1e-12,33000.0,2e-05
24.0,4.0,13.5,21.0,32.0,2.0,1.0,0.5,0.5,1.0,1.1e-12,35000.0,1e-05
48.5,38.5,28.5,39.0,25.0,1.5,1.0,0.5,0.5,0.5,2e-12,32000.0,1e-05
35.5,20.5,7.0,39.0,32.5,1.5,1.5,1.0,0.5,0.5,1.3e-12,32000.0,2e-05
11.0,38.5,28.5,29.5,25.0,1.5,1.0,0.5,0.5,1.5,9e-13,32000.0,2e-05
34.0,31.0,18.0,39.0,25.0,2.0,1.0,1.0,0.5,2.0,1.9e-12,19000.0,2e-05
36.5,39.0,18.5,38.5,26.0,1.0,1.0,0.5,0.5,1.0,1.9e-12,19500.0,1e-05
10.5,24.0,25.5,30.0,26.0,1.5,1.5,1.0,1.0,1.0,1.7e-12,32000.0,2e-05
46.0,20.5,7.0,26.5,43.0,2.0,1.5,1.5,0.5,2.0,1e-12,33000.0,2e-05
15.5,18.5,1.5,29.5,25.0,1.5,1.5,1.5,0.5,2.0,9e-13,14000.0,2e-05
22.0,38.5,15.0,38.5,18.5,1.0,1.5,1.5,0.5,1.5,9e-13,32500.0,1e-05
36.5,38.0,28.5,37.5,25.0,1.5,1.5,1.5,0.5,2.0,1e-12,33500.0,2e-05
14.5,3.0,9.0,21.5,30.5,0.5,0.5,0.5,0.5,1.0,1e-12,19500.0,1e-05
11.5,10.5,28.5,38.5,26.5,1.0,1.0,0.5,0.5,0.5,8e-13,46000.0,2e-05
39.5,39.0,18.5,38.5,28.5,1.0,1.0,1.5,0.5,1.0,1.9e-12,12000.0,1e-05
22.0,39.0,9.5,46.5,25.5,1.0,1.5,1.5,1.0,0.5,7e-13,24000.0,1e-05
12.5,39.0,18.5,37.5,25.0,1.0,1.0,0.5,0.5,0.5,2e-12,34000.0,1e-05
33.5,38.0,13.5,29.5,27.5,1.5,1.0,1.5,0.5,1.0,1e-12,19000.0,1e-05
10.5,2.5,8.0,26.5,25.0,1.5,1.5,1.0,0.5,1.0,1.9e-12,23500.0,1e-05
36.0,39.0,28.5,15.5,26.5,1.5,1.0,0.5,0.5,0.5,1.9e-12,46500.0,2e-05
23.0,24.0,31.0,39.0,25.5,1.5,1.0,2.0,0.5,0.5,9e-13,19500.0,2e-05
34.5,20.5,18.0,38.5,25.5,2.0,1.5,1.0,0.5,2.0,1.7e-12,19000.0,2e-05
15.5,24.0,2.5,29.5,25.0,1.0,1.5,0.5,0.5,0.5,2e-12,19500.0,1e-05
36.0,27.5,28.5,39.0,33.0,1.0,1.5,2.0,0.5,0.5,1.3e-12,12500.0,2e-05
47.5,24.0,31.0,39.0,24.0,1.0,1.0,1.5,0.5,1.0,1.9e-12,19500.0,1e-05
20.5,40.0,27.0,47.5,41.0,2.0,1.5,1.0,1.0,0.5,1.9e-12,33000.0,2e-05
48.5,5.5,9.5,21.5,40.5,2.0,1.0,0.5,0.5,1.0,1.9e-12,35000.0,1e-05
20.5,31.5,13.5,47.5,33.0,1.0,1.0,1.0,0.5,1.0,1.8e-12,33000.0,1e-05
6.5,20.5,8.0,12.5,32.5,1.5,1.5,0.5,0.5,0.5,1.7e-12,68500.0,2e-05
14.5,19.5,2.5,48.5,32.5,1.0,1.5,0.5,0.5,0.5,1.9e-12,97500.0,2e-05
13.5,39.0,19.0,38.0,25.0,1.5,1.0,0.5,1.5,0.5,3e-13,32000.0,1e-05
15.5,5.0,7.0,48.0,33.0,2.0,0.5,1.0,0.5,1.0,7e-13,19500.0,1e-05
33.5,39.0,27.0,38.5,25.0,1.5,1.0,1.5,0.5,0.5,1.3e-12,19000.0,1e-05
10.5,23.5,2.0,48.5,40.0,1.0,1.5,1.5,0.5,2.0,1.8e-12,35000.0,2e-05
12.5,38.5,10.0,15.5,25.0,1.5,1.0,1.5,0.5,1.0,2e-12,32000.0,1e-05
36.0,24.0,25.5,20.0,26.5,2.0,1.0,0.5,0.5,1.0,1.7e-12,32000.0,2e-05
36.5,12.0,15.0,39.0,18.5,1.0,1.5,1.5,0.5,1.0,1e-12,19500.0,1e-05
36.5,39.0,28.5,37.5,28.0,1.5,1.0,1.5,0.5,2.0,1e-12,19000.0,1e-05
21.5,12.5,31.0,39.0,25.5,1.0,1.5,1.5,1.0,0.5,1.2e-12,24000.0,2e-05
21.0,12.0,13.5,39.0,17.5,2.0,1.5,1.5,1.0,0.5,1.7e-12,69000.0,2e-05
11.5,10.0,10.0,37.5,25.0,1.0,1.0,1.5,0.5,1.0,8e-13,31500.0,1e-05
10.5,14.5,13.5,34.0,24.5,1.0,1.5,1.5,1.0,1.0,1.3e-12,33000.0,1e-05
10.0,39.5,8.0,27.0,32.0,1.5,1.5,0.5,0.5,0.5,1.9e-12,68500.0,2e-05
15.5,38.5,21.0,37.5,26.5,1.5,1.5,1.5,0.5,0.5,9e-13,96000.0,2e-05
10.5,39.0,31.0,29.5,24.0,1.0,1.0,1.5,0.5,1.0,9e-13,19500.0,2e-05
49.0,9.0,19.0,25.0,27.5,2.0,2.0,1.5,1.5,2.0,3e-13,27500.0,2e-05
36.5,39.0,18.0,27.5,25.0,1.0,1.0,1.5,0.5,0.5,1.9e-12,32000.0,2e-05
20.5,10.5,13.5,47.0,25.5,1.0,1.0,1.5,1.0,0.5,1e-12,24000.0,1e-05
48.0,33.0,31.0,29.5,25.0,1.5,1.0,1.5,0.5,1.0,1.9e-12,32000.0,1e-05
39.0,1.0,18.0,4.5,17.5,2.0,1.0,0.5,0.5,0.5,8e-13,29000.0,2e-05
34.0,9.0,28.5,37.0,27.0,1.5,1.0,0.5,0.5,0.5,9e-13,27500.0,1e-05
21.5,33.0,32.0,39.5,32.5,2.0,1.5,1.0,1.0,0.5,1.9e-12,33000.0,2e-05
33.5,38.5,28.5,39.0,26.5,1.5,1.0,0.5,0.5,1.5,1.2e-12,19000.0,2e-05
14.5,13.5,1.5,48.5,43.0,1.0,1.5,1.0,0.5,2.0,1.9e-12,27500.0,2e-05
35.5,31.5,27.0,47.5,32.5,2.0,1.5,1.0,0.5,2.0,1e-12,32000.0,2e-05
34.0,31.0,18.0,39.0,25.0,2.0,1.5,1.0,0.5,2.0,2e-12,19000.0,2e-05
41.5,12.5,16.0,29.5,24.0,1.0,1.5,1.5,1.0,0.5,9e-13,19500.0,1e-05
21.5,12.0,13.5,39.0,26.5,1.0,1.5,1.5,1.0,0.5,1.1e-12,24000.0,1e-05
50.0,19.0,7.0,21.5,40.0,2.0,1.0,1.0,0.5,1.0,1.9e-12,27500.0,1e-05
10.5,39.0,7.0,29.5,24.0,1.0,1.0,1.5,0.5,1.0,1e-12,19500.0,2e-05
46.0,20.5,7.0,39.0,43.0,2.0,1.5,1.0,0.5,2.0,1e-12,33000.0,2e-05
15.5,39.0,21.0,37.5,26.5,1.0,1.5,0.5,0.5,0.5,2e-12,17500.0,2e-05
36.0,38.5,29.0,39.0,25.0,1.5,1.5,1.5,0.5,0.5,1.9e-12,24000.0,1e-05
36.5,39.0,28.5,37.5,28.0,1.5,1.5,1.5,0.5,2.0,1e-12,19000.0,1e-05
18.5,2.5,18.5,3.5,28.5,1.0,1.0,1.5,0.5,0.5,2e-12,29000.0,1e-05
36.5,38.5,28.5,39.0,33.0,1.0,1.5,2.0,0.5,0.5,1.9e-12,19500.0,2e-05
20.5,24.0,27.0,47.5,32.5,1.0,1.0,1.0,0.5,2.0,1e-12,33000.0,2e-05
22.0,38.5,15.0,38.5,18.5,1.0,1.5,1.5,1.0,1.0,7e-13,19500.0,1e-05
10.5,23.5,2.0,48.5,40.0,1.0,1.5,1.5,0.5,2.0,1.8e-12,27500.0,2e-05
15.5,5.0,7.0,48.0,35.5,2.0,0.5,1.5,0.5,1.0,7e-13,33000.0,1e-05
34.0,31.0,14.0,39.0,25.0,2.0,1.0,1.0,0.5,0.5,1.9e-12,19000.0,2e-05
36.5,39.0,28.5,37.5,25.0,1.5,1.0,1.5,0.5,2.0,1e-12,33500.0,2e-05
36.0,4.5,18.0,27.5,25.0,1.0,1.0,1.5,0.5,0.5,1.9e-12,32000.0,2e-05
33.5,38.5,31.0,30.0,26.5,1.5,1.0,1.5,0.5,1.0,1.2e-12,19000.0,2e-05
49.0,12.5,16.0,39.0,25.5,1.0,1.5,1.5,1.0,0.5,1e-12,24000.0,1e-05
35.5,20.5,6.5,39.0,32.5,1.0,1.5,1.0,0.5,0.5,1.3e-12,32000.0,2e-05
15.0,23.5,7.0,39.0,32.5,1.0,1.5,0.5,0.5,2.0,1.8e-12,19500.0,2e-05
20.5,20.5,5.0,39.0,32.5,1.5,1.0,1.0,1.0,0.5,1.3e-12,33000.0,2e-05
34.0,39.5,18.0,39.0,25.0,2.0,1.0,1.0,0.5,2.0,1.9e-12,19000.0,2e-05
20.5,31.5,27.0,47.5,34.5,2.0,1.0,1.0,1.0,0.5,1.9e-12,33000.0,2e-05
10.5,24.0,31.0,39.0,25.5,1.0,1.0,1.5,0.5,1.0,1e-12,24000.0,2e-05
47.5,24.0,31.0,36.0,24.0,1.0,1.0,1.5,0.5,1.0,1.9e-12,19500.0,1e-05
13.5,5.0,9.5,39.0,43.0,1.0,1.0,0.5,0.5,2.0,1.1e-12,35000.0,2e-05
44.5,20.5,31.0,24.0,43.0,2.0,1.5,1.5,0.5,2.0,9e-13,33000.0,2e-05
36.0,27.5,28.5,13.0,33.0,1.0,1.5,2.0,0.5,0.5,1.3e-12,12500.0,2e-05
10.5,23.5,2.0,48.5,40.0,1.0,1.5,1.5,0.5,2.0,1.8e-12,36000.0,1e-05
36.5,39.0,28.5,37.5,25.0,1.5,1.0,0.5,0.5,0.5,1.3e-12,32000.0,1e-05
14.5,23.5,25.5,39.0,29.0,1.0,1.0,0.5,0.5,0.5,1.9e-12,19500.0,2e-05
49.5,38.0,19.0,37.5,17.5,2.0,2.0,0.5,1.5,2.0,3e-13,19500.0,2e-05
20.0,31.5,27.0,47.5,35.0,2.0,1.0,1.0,1.0,0.5,1.3e-12,33000.0,2e-05
47.5,31.5,31.0,39.0,24.0,2.0,1.0,1.5,1.0,1.0,2e-12,19500.0,1e-05
21.5,12.0,13.5,48.0,25.5,1.0,1.5,1.5,0.5,0.5,1e-12,24000.0,1e-05
15.0,23.5,7.0,39.0,43.0,1.0,1.5,1.0,0.5,2.0,1.8e-12,35000.0,2e-05
46.0,20.5,7.0,26.5,43.0,2.0,1.5,1.0,0.5,2.0,1e-12,19500.0,2e-05
12.5,39.0,17.5,37.5,21.5,1.0,1.0,0.5,0.5,2.0,2e-12,19500.0,1e-05
23.0,24.0,31.0,39.0,25.5,1.5,1.0,2.0,0.5,0.5,9e-13,19500.0,1e-05
11.5,7.5,10.0,16.0,26.5,1.0,1.0,1.5,0.5,1.0,8e-13,46000.0,2e-05
36.5,40.0,28.5,21.5,33.0,1.5,1.0,1.5,0.5,1.0,1.9e-12,35000.0,1e-05
36.5,4.5,9.5,21.5,40.0,2.0,1.0,0.5,0.5,1.0,1.1e-12,35000.0,1e-05
36.0,9.5,29.0,39.0,33.0,1.5,1.5,1.5,0.5,0.5,1.3e-12,21000.0,2e-05
36.0,5.5,28.5,21.5,22.5,1.5,1.0,1.5,0.5,1.0,1.9e-12,35000.0,1e-05
35.5,38.5,1.0,48.5,25.0,1.5,1.5,0.5,0.5,0.5,1.3e-12,19500.0,1e-05
47.5,24.0,31.0,39.0,33.0,1.0,1.0,1.5,0.5,1.0,1.9e-12,19500.0,1e-05
15.5,24.0,31.5,49.5,32.5,1.0,1.5,0.5,0.5,2.0,1.3e-12,19500.0,2e-05
36.0,31.0,14.0,39.0,25.0,2.0,1.0,1.0,0.5,0.5,1.9e-12,19000.0,2e-05
10.5,23.5,2.0,26.5,40.0,1.0,1.5,1.5,0.5,0.5,1.8e-12,35000.0,2e-05
9.5,24.0,31.5,30.0,33.0,1.0,1.0,1.0,0.5,1.0,1.9e-12,19000.0,1e-05
34.0,19.5,18.0,39.0,25.0,1.5,1.5,1.0,0.5,2.0,1.3e-12,19000.0,2e-05
47.5,23.5,31.0,39.0,34.5,2.0,1.0,1.5,0.5,0.5,1.9e-12,19500.0,1e-05
6.5,23.5,8.0,13.0,32.5,1.0,1.5,0.5,0.5,0.5,1.7e-12,20500.0,2e-05
10.5,41.0,9.5,21.5,40.0,0.5,0.5,1.5,0.5,1.0,1.1e-12,35000.0,1e-05
15.0,23.5,7.0,38.5,43.0,1.0,1.5,1.0,0.5,1.0,1.8e-12,27000.0,2e-05
21.5,31.0,13.5,48.0,25.5,2.0,1.5,1.5,0.5,0.5,1e-12,24000.0,1e-05
23.0,24.0,31.5,39.0,25.5,1.5,1.0,2.0,0.5,0.5,9e-13,19500.0,2e-05
46.0,22.5,7.0,37.5,43.0,2.0,1.5,1.5,0.5,2.0,1e-12,19000.0,2e-05
48.5,24.0,13.5,36.0,24.0,1.0,1.0,1.5,0.5,1.0,1.9e-12,19500.0,1e-05
10.5,2.5,8.0,26.0,17.0,1.5,1.5,1.0,0.5,1.0,1.7e-12,68500.0,2e-05
13.0,20.5,6.5,12.5,43.0,2.0,1.5,1.5,0.5,2.0,2e-12,32000.0,2e-05
14.5,31.0,7.0,39.0,26.5,1.0,1.5,0.5,0.5,2.0,1.2e-12,19500.0,2e-05
8.5,24.0,25.5,39.0,25.5,1.5,1.0,1.5,0.5,0.5,1.6e-12,32000.0,2e-05
13.0,5.0,31.0,29.0,24.0,1.0,1.0,1.5,0.5,1.0,9e-13,19500.0,2e-05
49.5,3.5,18.5,4.0,32.0,2.0,2.0,1.0,1.0,2.0,3e-13,29000.0,2e-05
36.5,39.0,28.5,39.0,23.5,1.5,1.0,1.5,0.5,0.5,1.9e-12,32000.0,2e-05
10.5,23.5,2.0,48.5,43.0,1.0,1.5,1.0,0.5,2.0,1.9e-12,27500.0,2e-05
47.5,23.0,1.0,36.0,24.0,1.0,1.0,1.5,0.5,1.0,1.9e-12,19500.0,1e-05
34.0,5.5,28.5,21.5,33.0,1.5,1.0,1.5,0.5,1.0,1.9e-12,35000.0,1e-05
10.5,20.5,8.0,48.5,32.5,1.5,1.5,0.5,0.5,2.0,1.7e-12,68500.0,2e-05
10.5,39.0,31.0,29.5,24.0,1.0,1.0,1.5,0.5,1.0,8e-13,19500.0,2e-05
48.5,30.0,25.0,39.0,26.5,1.5,1.0,1.5,0.5,1.0,1.7e-12,32500.0,2e-05
35.5,39.0,7.0,39.0,32.5,2.0,1.5,1.0,0.5,0.5,1.9e-12,32000.0,2e-05
14.5,31.5,25.5,39.0,29.0,1.0,1.5,0.5,1.0,1.0,2e-12,19500.0,2e-05
15.0,20.5,7.0,38.5,32.5,1.5,1.5,0.5,0.5,2.0,1.8e-12,67500.0,2e-05
34.0,2.0,18.0,39.0,25.0,2.0,1.0,1.0,0.5,2.0,1.9e-12,19000.0,2e-05
11.5,9.5,10.0,16.5,26.5,1.0,1.0,1.5,0.5,2.0,8e-13,46000.0,2e-05
34.0,12.0,18.0,39.0,25.0,1.0,1.5,1.0,0.5,2.0,2e-12,19000.0,2e-05
36.5,39.0,28.5,26.5,28.0,1.5,1.0,1.5,0.5,2.0,1e-12,33000.0,1e-05
21.0,12.0,31.0,39.0,25.5,2.0,1.5,1.5,1.0,1.0,1.9e-12,24000.0,1e-05
10.5,26.0,25.5,30.0,26.5,1.5,1.0,1.0,0.5,0.5,1.7e-12,32000.0,2e-05
45.5,38.5,29.0,38.0,25.0,1.5,1.0,0.5,0.5,0.5,1e-12,33000.0,1e-05
34.0,23.5,31.0,29.5,32.5,1.5,1.0,1.5,0.5,1.0,1.8e-12,19000.0,2e-05
49.5,38.5,28.5,29.5,25.0,1.5,1.0,0.5,0.5,1.5,1.9e-12,32000.0,1e-05
37.5,24.5,28.5,22.0,33.0,1.5,1.0,1.5,0.5,1.0,1.9e-12,35000.0,1e-05
20.5,31.0,27.5,47.5,18.0,2.0,1.0,1.5,1.5,2.0,1e-12,33000.0,2e-05
36.0,38.5,28.5,37.5,33.5,1.0,1.5,2.0,0.5,0.5,1.3e-12,19500.0,1e-05
14.5,13.5,1.5,48.5,40.0,1.0,1.5,1.5,0.5,2.0,1.8e-12,35000.0,2e-05
10.5,20.5,8.0,26.5,43.5,1.5,1.5,0.5,0.5,0.5,1.7e-12,68500.0,2e-05
47.5,31.0,28.5,39.0,24.0,1.0,1.5,2.0,0.5,0.5,1.9e-12,19500.0,2e-05
14.5,13.5,12.0,48.5,43.5,1.0,1.5,1.0,0.5,0.5,1.9e-12,27500.0,2e-05
34.0,12.0,13.5,37.5,25.0,2.0,1.5,1.0,0.5,2.0,2e-12,19000.0,2e-05
46.0,20.5,7.0,12.5,32.0,2.0,1.5,1.5,0.5,2.0,1e-12,33000.0,2e-05
36.5,39.0,31.0,39.0,33.5,2.0,1.0,1.5,1.0,1.0,2e-12,19500.0,1e-05
23.0,24.0,31.0,39.0,25.0,1.5,1.0,2.0,0.5,2.0,9e-13,19500.0,2e-05
21.0,31.0,18.0,39.0,25.5,2.0,1.5,1.5,1.0,1.0,1.9e-12,24000.0,1e-05
35.0,12.0,13.5,48.0,25.5,1.0,1.5,1.5,0.5,0.5,1e-12,23500.0,1e-05
10.5,39.0,28.5,30.0,33.0,1.0,1.0,1.0,0.5,1.0,1.9e-12,19000.0,1e-05
34.0,24.0,18.0,39.0,25.0,2.0,1.5,1.0,0.5,2.0,1.8e-12,19000.0,2e-05
37.0,20.5,28.5,26.5,28.0,1.5,1.5,1.5,0.5,0.5,1.7e-12,68500.0,2e-05
47.0,24.0,31.0,39.0,33.0,1.0,1.0,1.5,0.5,1.0,1.9e-12,19500.0,1e-05
10.5,24.5,9.5,39.0,40.0,0.5,0.5,2.0,0.5,1.0,1.1e-12,33000.0,1e-05
6.5,23.5,2.0,48.5,43.0,1.0,1.5,1.0,0.5,2.0,1.9e-12,27500.0,2e-05
17.0,23.5,25.5,39.0,29.0,1.0,1.5,0.5,0.5,0.5,1.9e-12,19500.0,2e-05
49.5,5.5,21.0,21.5,33.0,1.5,1.0,1.5,0.5,2.0,2e-13,29000.0,1e-05
14.5,31.5,26.5,47.5,32.5,2.0,1.0,1.0,1.0,2.0,1e-12,19500.0,2e-05
15.5,19.5,7.0,39.0,43.0,1.0,1.0,1.0,0.5,2.0,1.9e-12,27500.0,2e-05
10.5,31.5,25.5,29.5,25.5,1.5,1.0,1.5,0.5,0.5,1.7e-12,32000.0,2e-05
44.0,20.5,7.5,37.0,43.0,1.5,1.5,1.5,0.5,2.0,1e-12,33500.0,2e-05
10.5,20.5,8.0,26.5,32.5,1.5,1.5,1.5,0.5,0.5,1.7e-12,18500.0,2e-05
